,Average Loss,Average Trade,Average Win,Avg Days in Trade,Best Trade,Max Drawdown,Max Drawdown Duration,Sharpe Ratio,Total Returns,Trade Winning,Trades,Worst Trade,Worst Trade Date,b,s,window
53,N/A,N/A,N/A,0,N/A,0.2972021390628735,33,1.3192431071497432,0.008893999999999513,N/A,0,N/A,0,40,80,96
54,N/A,N/A,N/A,0,N/A,0.9532621750764457,129,0.020707779700890376,0.00015400000000020952,N/A,0,N/A,0,45,90,96
55,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,10,55,120
56,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,20,60,120
57,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,30,70,120
58,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,40,80,120
59,N/A,N/A,N/A,0,N/A,0.6815951324912717,62,0.29336543111812197,0.0026940000000001962,N/A,0,N/A,0,45,90,120
60,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,10,55,252
61,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,20,60,252
62,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,30,70,252
63,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,40,80,252
64,N/A,N/A,N/A,0,N/A,0.0,0,,0.0,N/A,0,N/A,0,45,90,252
